"insee_code","year","n_AEP","n_SOU","n_SUP","n_tot"
"61505",2019,0,0,108,108
"61507",2016,0,0,69,69
"61507",2017,0,0,34,34
"61507",2019,0,0,7,7
"61508",2019,0,0,108,108
"61510",2015,0,0,73,73
"61510",2017,0,0,34,34
"61510",2020,0,0,21,21
"61512",2016,0,0,69,69
"61512",2017,0,0,110,110
"61512",2019,0,0,80,80
"61512",2020,0,0,47,47
"62001",2018,0,91,91,182
"62001",2019,0,98,98,196
"62001",2020,0,118,118,236
"62002",2018,0,91,91,182
"62002",2019,0,98,98,196
"62002",2020,0,118,118,236
"62003",2018,0,91,91,182
"62003",2019,0,98,98,196
"62003",2020,0,118,118,236
"62004",2018,0,91,91,182
"62004",2019,0,98,98,196
"62004",2020,0,118,118,236
"62005",2018,0,91,91,182
"62005",2019,0,98,98,196
"62005",2020,0,118,118,236
"62006",2018,0,91,91,182
"62006",2019,0,98,98,196
"62006",2020,0,118,118,236
"62007",2018,0,91,91,182
"62007",2019,0,98,98,196
"62007",2020,0,118,118,236
"62008",2018,0,91,91,182
"62008",2019,0,98,98,196
"62008",2020,0,118,118,236
"62009",2018,0,91,91,182
"62009",2019,0,98,98,196
"62009",2020,0,118,118,236
"62010",2018,0,91,91,182
"62010",2019,0,98,98,196
"62010",2020,0,118,118,236
"62011",2018,0,91,91,182
"62011",2019,0,98,98,196
"62011",2020,0,118,118,236
"62012",2018,0,91,91,182
"62012",2019,0,98,98,196
"62012",2020,0,118,118,236
"62013",2018,0,91,91,182
"62013",2019,0,98,98,196
"62013",2020,0,118,118,236
"62014",2018,0,91,91,182
"62014",2019,0,98,98,196
"62014",2020,0,118,118,236
"62015",2018,0,91,91,182
"62015",2019,0,98,271,369
"62015",2020,0,118,118,236
"62016",2018,0,91,91,182
"62016",2019,0,98,271,369
"62016",2020,0,118,118,236
"62017",2018,0,91,91,182
"62017",2019,0,98,98,196
"62017",2020,0,118,118,236
"62018",2018,0,91,91,182
"62018",2019,0,98,271,369
"62018",2020,0,118,118,236
"62019",2018,0,91,91,182
"62019",2019,0,98,98,196
"62019",2020,0,118,118,236
"62020",2018,0,91,91,182
"62020",2019,0,98,98,196
"62020",2020,0,118,118,236
"62021",2018,0,91,91,182
"62021",2019,0,98,271,369
"62021",2020,0,118,118,236
"62022",2018,0,91,91,182
"62022",2019,0,98,98,196
"62022",2020,0,118,118,236
"62023",2018,0,91,91,182
"62023",2019,0,98,98,196
"62023",2020,0,118,118,236
"62024",2018,0,91,91,182
"62024",2019,0,98,98,196
"62024",2020,0,118,118,236
"62025",2018,0,91,91,182
"62025",2019,0,98,98,196
"62025",2020,0,118,118,236
"62026",2018,0,91,91,182
"62026",2019,0,98,98,196
"62026",2020,0,118,118,236
"62027",2018,0,91,91,182
"62027",2019,0,98,271,369
"62027",2020,0,118,118,236
"62028",2018,0,91,91,182
"62028",2019,0,98,98,196
"62028",2020,0,118,118,236
"62029",2018,0,91,91,182
"62029",2019,0,98,98,196
"62029",2020,0,118,118,236
"62030",2018,0,91,91,182
"62030",2019,0,98,271,369
"62030",2020,0,118,118,236
"62031",2018,0,91,91,182
"62031",2019,0,98,98,196
"62031",2020,0,118,118,236
"62032",2018,0,91,91,182
"62032",2019,0,98,98,196
"62032",2020,0,118,118,236
"62033",2018,0,91,91,182
"62033",2019,0,98,98,196
"62033",2020,0,118,118,236
"62034",2018,0,91,91,182
"62034",2019,0,98,98,196
"62034",2020,0,118,118,236
"62035",2018,0,91,91,182
"62035",2019,0,98,98,196
"62035",2020,0,118,118,236
"62036",2018,0,91,91,182
"62036",2019,0,98,271,369
"62036",2020,0,118,118,236
"62037",2018,0,91,91,182
"62037",2019,0,98,98,196
"62037",2020,0,118,118,236
"62038",2018,0,91,91,182
"62038",2019,0,98,98,196
"62038",2020,0,118,118,236
"62039",2018,0,91,91,182
"62039",2019,0,98,98,196
"62039",2020,0,118,118,236
"62040",2018,0,91,91,182
"62040",2019,0,98,98,196
"62040",2020,0,118,118,236
"62041",2018,0,91,91,182
"62041",2019,0,98,98,196
"62041",2020,0,118,118,236
"62042",2018,0,91,91,182
"62042",2019,0,98,98,196
"62042",2020,0,118,118,236
"62043",2018,0,91,91,182
"62043",2019,0,98,98,196
"62043",2020,0,118,118,236
"62044",2018,0,91,91,182
"62044",2019,0,98,271,369
"62044",2020,0,118,118,236
"62045",2018,0,91,91,182
"62045",2019,0,98,98,196
"62045",2020,0,118,118,236
"62046",2018,0,91,91,182
"62046",2019,0,98,271,369
"62046",2020,0,118,118,236
"62047",2018,0,91,91,182
"62047",2019,0,98,271,369
"62047",2020,0,118,118,236
"62048",2018,0,91,91,182
"62048",2019,0,98,98,196
"62048",2020,0,118,118,236
"62049",2018,0,91,91,182
"62049",2019,0,98,98,196
"62049",2020,0,118,118,236
"62050",2018,0,91,91,182
"62050",2019,0,98,271,369
"62050",2020,0,118,118,236
"62051",2018,0,91,91,182
"62051",2019,0,98,98,196
"62051",2020,0,118,118,236
"62052",2018,0,91,91,182
"62052",2019,0,98,98,196
"62052",2020,0,118,118,236
"62053",2018,0,91,91,182
"62053",2019,0,98,98,196
"62053",2020,0,118,118,236
"62054",2018,0,91,91,182
"62054",2019,0,98,98,196
"62054",2020,0,118,118,236
"62055",2018,0,91,91,182
"62055",2019,0,98,98,196
"62055",2020,0,118,118,236
"62056",2018,0,91,91,182
"62056",2019,0,98,98,196
"62056",2020,0,118,118,236
"62057",2018,0,91,91,182
"62057",2019,0,98,98,196
"62057",2020,0,118,118,236
"62058",2018,0,91,91,182
"62058",2019,0,98,98,196
"62058",2020,0,118,118,236
"62059",2018,0,91,91,182
"62059",2019,0,98,98,196
"62059",2020,0,118,118,236
"62060",2018,0,91,91,182
"62060",2019,0,98,271,369
"62060",2020,0,118,118,236
"62061",2018,0,91,91,182
"62061",2019,0,98,271,369
"62061",2020,0,118,118,236
"62062",2018,0,91,91,182
"62062",2019,0,98,98,196
"62062",2020,0,118,118,236
"62063",2018,0,91,91,182
"62063",2019,0,98,98,196
"62063",2020,0,118,118,236
"62064",2018,0,91,91,182
"62064",2019,0,98,98,196
"62064",2020,0,118,118,236
"62065",2018,0,91,91,182
"62065",2019,0,98,98,196
"62065",2020,0,118,118,236
"62066",2018,0,91,91,182
"62066",2019,0,98,271,369
"62066",2020,0,118,118,236
"62067",2018,0,91,91,182
"62067",2019,0,98,98,196
"62067",2020,0,118,118,236
"62068",2018,0,91,91,182
"62068",2019,0,98,98,196
"62068",2020,0,118,118,236
"62069",2018,0,91,91,182
"62069",2019,0,98,98,196
"62069",2020,0,118,118,236
"62070",2018,0,91,91,182
"62070",2019,0,98,98,196
"62070",2020,0,118,118,236
"62071",2018,0,91,91,182
"62071",2019,0,98,98,196
"62071",2020,0,118,118,236
"62072",2018,0,91,91,182
"62072",2019,0,98,98,196
"62072",2020,0,118,118,236
"62073",2018,0,91,91,182
"62073",2019,0,98,98,196
"62073",2020,0,118,118,236
"62074",2018,0,91,91,182
"62074",2019,0,98,98,196
"62074",2020,0,118,118,236
"62075",2018,0,91,91,182
"62075",2019,0,98,98,196
"62075",2020,0,118,118,236
"62076",2018,0,91,91,182
"62076",2019,0,98,98,196
"62076",2020,0,118,118,236
"62077",2018,0,91,91,182
"62077",2019,0,98,98,196
"62077",2020,0,118,118,236
"62078",2018,0,91,91,182
"62078",2019,0,98,98,196
"62078",2020,0,118,118,236
"62079",2018,0,91,91,182
"62079",2019,0,98,98,196
"62079",2020,0,118,118,236
"62080",2018,0,91,91,182
"62080",2019,0,98,98,196
"62080",2020,0,118,118,236
"62081",2018,0,91,91,182
"62081",2019,0,98,98,196
"62081",2020,0,118,118,236
"62082",2018,0,91,91,182
"62082",2019,0,98,98,196
"62082",2020,0,118,118,236
"62083",2018,0,91,91,182
"62083",2019,0,98,98,196
"62083",2020,0,118,118,236
"62084",2018,0,91,91,182
"62084",2019,0,98,98,196
"62084",2020,0,118,118,236
"62085",2018,0,91,91,182
"62085",2019,0,98,98,196
"62085",2020,0,118,118,236
"62086",2018,0,91,91,182
"62086",2019,0,98,98,196
"62086",2020,0,118,118,236
"62087",2018,0,91,91,182
"62087",2019,0,98,98,196
"62087",2020,0,118,118,236
"62088",2018,0,91,91,182
"62088",2019,0,98,98,196
"62088",2020,0,118,118,236
"62089",2018,0,91,91,182
"62089",2019,0,98,98,196
"62089",2020,0,118,118,236
"62090",2018,0,91,91,182
"62090",2019,0,98,271,369
"62090",2020,0,118,118,236
"62091",2018,0,91,91,182
"62091",2019,0,98,271,369
"62091",2020,0,118,118,236
"62092",2018,0,91,91,182
"62092",2019,0,98,271,369
"62092",2020,0,118,118,236
"62093",2018,0,91,91,182
"62093",2019,0,98,98,196
"62093",2020,0,118,118,236
"62094",2018,0,91,91,182
"62094",2019,0,98,271,369
"62094",2020,0,118,118,236
"62095",2018,0,91,91,182
"62095",2019,0,98,98,196
"62095",2020,0,118,118,236
"62096",2018,0,91,91,182
"62096",2019,0,98,98,196
"62096",2020,0,118,118,236
"62097",2018,0,91,91,182
"62097",2019,0,98,98,196
"62097",2020,0,118,118,236
"62099",2018,0,91,91,182
"62099",2019,0,98,98,196
"62099",2020,0,118,118,236
"62100",2018,0,91,91,182
"62100",2019,0,98,271,369
"62100",2020,0,118,118,236
"62101",2018,0,91,91,182
"62101",2019,0,98,271,369
"62101",2020,0,118,118,236
"62102",2018,0,91,91,182
"62102",2019,0,98,98,196
"62102",2020,0,118,118,236
"62103",2018,0,91,91,182
"62103",2019,0,98,98,196
"62103",2020,0,118,118,236
"62104",2018,0,91,91,182
"62104",2019,0,98,98,196
"62104",2020,0,118,118,236
"62105",2018,0,91,91,182
"62105",2019,0,98,98,196
"62105",2020,0,118,118,236
"62106",2018,0,91,91,182
"62106",2019,0,98,98,196
"62106",2020,0,118,118,236
"62107",2018,0,91,91,182
"62107",2019,0,98,98,196
"62107",2020,0,118,118,236
"62108",2018,0,91,91,182
"62108",2019,0,98,271,369
"62108",2020,0,118,118,236
"62109",2018,0,91,91,182
"62109",2019,0,98,271,369
"62109",2020,0,118,118,236
"62111",2018,0,91,91,182
"62111",2019,0,98,271,369
"62111",2020,0,118,118,236
"62112",2018,0,91,91,182
"62112",2019,0,98,98,196
"62112",2020,0,118,118,236
"62113",2018,0,91,91,182
"62113",2019,0,98,98,196
"62113",2020,0,118,118,236
"62114",2018,0,91,91,182
"62114",2019,0,98,271,369
"62114",2020,0,118,118,236
"62115",2018,0,91,91,182
"62115",2019,0,98,98,196
"62115",2020,0,118,118,236
"62116",2018,0,91,91,182
"62116",2019,0,98,271,369
"62116",2020,0,118,118,236
"62117",2018,0,91,91,182
"62117",2019,0,98,98,196
"62117",2020,0,118,118,236
"62118",2018,0,91,91,182
"62118",2019,0,98,98,196
"62118",2020,0,118,118,236
"62119",2018,0,91,91,182
"62119",2019,0,98,98,196
"62119",2020,0,118,118,236
"62120",2018,0,91,91,182
"62120",2019,0,98,98,196
"62120",2020,0,118,118,236
"62121",2018,0,91,91,182
"62121",2019,0,98,98,196
"62121",2020,0,118,118,236
"62122",2018,0,91,91,182
"62122",2019,0,98,98,196
"62122",2020,0,118,118,236
"62123",2018,0,91,91,182
"62123",2019,0,98,271,369
"62123",2020,0,118,118,236
"62124",2018,0,91,91,182
"62124",2019,0,98,271,369
"62124",2020,0,118,118,236
"62125",2018,0,91,91,182
"62125",2019,0,98,98,196
"62125",2020,0,118,118,236
"62126",2018,0,91,91,182
"62126",2019,0,98,98,196
"62126",2020,0,118,118,236
"62127",2018,0,91,91,182
"62127",2019,0,98,98,196
"62127",2020,0,118,118,236
"62128",2018,0,91,91,182
"62128",2019,0,98,98,196
"62128",2020,0,118,118,236
"62129",2018,0,91,91,182
"62129",2019,0,98,98,196
"62129",2020,0,118,118,236
"62130",2018,0,91,91,182
"62130",2019,0,98,98,196
"62130",2020,0,118,118,236
"62131",2018,0,91,91,182
"62131",2019,0,98,98,196
"62131",2020,0,118,118,236
"62132",2018,0,91,91,182
"62132",2019,0,98,98,196
"62132",2020,0,118,118,236
"62133",2018,0,91,91,182
"62133",2019,0,98,98,196
"62133",2020,0,118,118,236
"62134",2018,0,91,91,182
"62134",2019,0,98,271,369
"62134",2020,0,118,118,236
"62135",2018,0,91,91,182
"62135",2019,0,98,98,196
"62135",2020,0,118,118,236
"62137",2018,0,91,91,182
"62137",2019,0,98,271,369
"62137",2020,0,118,118,236
"62138",2018,0,91,91,182
"62138",2019,0,98,271,369
"62138",2020,0,118,118,236
"62139",2018,0,91,91,182
"62139",2019,0,98,98,196
"62139",2020,0,118,118,236
"62140",2018,0,91,91,182
"62140",2019,0,98,98,196
"62140",2020,0,118,118,236
"62141",2018,0,91,91,182
"62141",2019,0,98,98,196
"62141",2020,0,118,118,236
"62142",2018,0,91,91,182
"62142",2019,0,98,271,369
"62142",2020,0,118,118,236
"62143",2018,0,91,91,182
"62143",2019,0,98,271,369
"62143",2020,0,118,118,236
"62144",2018,0,91,91,182
"62144",2019,0,98,98,196
"62144",2020,0,118,118,236
"62145",2018,0,91,91,182
"62145",2019,0,98,98,196
"62145",2020,0,118,118,236
"62146",2018,0,91,91,182
"62146",2019,0,98,98,196
"62146",2020,0,118,118,236
"62147",2018,0,91,91,182
"62147",2019,0,98,98,196
"62147",2020,0,118,118,236
"62148",2018,0,91,91,182
"62148",2019,0,98,98,196
"62148",2020,0,118,118,236
"62149",2018,0,91,91,182
"62149",2019,0,98,98,196
"62149",2020,0,118,118,236
"62150",2018,0,91,91,182
"62150",2019,0,98,271,369
"62150",2020,0,118,118,236
"62151",2018,0,91,91,182
"62151",2019,0,98,98,196
"62151",2020,0,118,118,236
"62152",2018,0,91,91,182
"62152",2019,0,98,98,196
"62152",2020,0,118,118,236
"62153",2018,0,91,91,182
"62153",2019,0,98,98,196
"62153",2020,0,118,118,236
"62154",2018,0,91,91,182
"62154",2019,0,98,271,369
"62154",2020,0,118,118,236
"62155",2018,0,91,91,182
"62155",2019,0,98,98,196
"62155",2020,0,118,118,236
"62156",2018,0,91,91,182
"62156",2019,0,98,98,196
"62156",2020,0,118,118,236
"62157",2018,0,91,91,182
"62157",2019,0,98,271,369
"62157",2020,0,118,118,236
"62158",2018,0,91,91,182
"62158",2019,0,98,271,369
"62158",2020,0,118,118,236
"62160",2018,0,91,91,182
"62160",2019,0,98,98,196
"62160",2020,0,118,118,236
"62161",2018,0,91,91,182
"62161",2019,0,98,98,196
"62161",2020,0,118,118,236
"62162",2018,0,91,91,182
"62162",2019,0,98,98,196
"62162",2020,0,118,118,236
"62163",2018,0,91,91,182
"62163",2019,0,98,271,369
"62163",2020,0,118,118,236
"62164",2018,0,91,91,182
"62164",2019,0,98,98,196
"62164",2020,0,118,118,236
"62165",2018,0,91,91,182
"62165",2019,0,98,98,196
"62165",2020,0,118,118,236
"62166",2018,0,91,91,182
"62166",2019,0,98,98,196
"62166",2020,0,118,118,236
"62167",2018,0,91,91,182
"62167",2019,0,98,98,196
"62167",2020,0,118,118,236
"62168",2018,0,91,91,182
"62168",2019,0,98,98,196
"62168",2020,0,118,118,236
"62169",2018,0,91,91,182
"62169",2019,0,98,98,196
"62169",2020,0,118,118,236
"62170",2018,0,91,91,182
"62170",2019,0,98,98,196
"62170",2020,0,118,118,236
"62171",2018,0,91,91,182
"62171",2019,0,98,98,196
"62171",2020,0,118,118,236
"62172",2018,0,91,91,182
"62172",2019,0,98,98,196
"62172",2020,0,118,118,236
"62173",2018,0,91,91,182
"62173",2019,0,98,98,196
"62173",2020,0,118,118,236
"62174",2018,0,91,91,182
"62174",2019,0,98,98,196
"62174",2020,0,118,118,236
"62175",2018,0,91,91,182
"62175",2019,0,98,271,369
"62175",2020,0,118,118,236
"62176",2018,0,91,91,182
"62176",2019,0,98,271,369
"62176",2020,0,118,118,236
"62177",2018,0,91,91,182
"62177",2019,0,98,271,369
"62177",2020,0,118,118,236
"62178",2018,0,91,91,182
"62178",2019,0,98,98,196
"62178",2020,0,118,118,236
"62179",2018,0,91,91,182
"62179",2019,0,98,98,196
"62179",2020,0,118,118,236
"62180",2018,0,91,91,182
"62180",2019,0,98,98,196
"62180",2020,0,118,118,236
"62181",2018,0,91,91,182
"62181",2019,0,98,98,196
"62181",2020,0,118,118,236
"62182",2018,0,91,91,182
"62182",2019,0,98,271,369
"62182",2020,0,118,118,236
"62183",2018,0,91,91,182
"62183",2019,0,98,271,369
"62183",2020,0,118,118,236
"62184",2018,0,91,91,182
"62184",2019,0,98,98,196
"62184",2020,0,118,118,236
"62185",2018,0,91,91,182
"62185",2019,0,98,98,196
"62185",2020,0,118,118,236
"62186",2018,0,91,91,182
"62186",2019,0,98,98,196
"62186",2020,0,118,118,236
"62187",2018,0,91,91,182
"62187",2019,0,98,271,369
"62187",2020,0,118,118,236
"62188",2018,0,91,91,182
"62188",2019,0,98,98,196
"62188",2020,0,118,118,236
"62189",2018,0,91,91,182
"62189",2019,0,98,98,196
"62189",2020,0,118,118,236
"62190",2018,0,91,91,182
"62190",2019,0,98,98,196
"62190",2020,0,118,118,236
"62191",2018,0,91,91,182
"62191",2019,0,98,98,196
"62191",2020,0,118,118,236
"62192",2018,0,91,91,182
"62192",2019,0,98,98,196
"62192",2020,0,118,118,236
"62193",2018,0,91,91,182
"62193",2019,0,98,98,196
"62193",2020,0,118,118,236
"62194",2018,0,91,91,182
"62194",2019,0,98,98,196
"62194",2020,0,118,118,236
"62195",2018,0,91,91,182
"62195",2019,0,98,98,196
"62195",2020,0,118,118,236
"62196",2018,0,91,91,182
"62196",2019,0,98,271,369
"62196",2020,0,118,118,236
"62197",2018,0,91,91,182
"62197",2019,0,98,98,196
"62197",2020,0,118,118,236
"62198",2018,0,91,91,182
"62198",2019,0,98,98,196
"62198",2020,0,118,118,236
"62199",2018,0,91,91,182
"62199",2019,0,98,98,196
"62199",2020,0,118,118,236
"62200",2018,0,91,91,182
"62200",2019,0,98,98,196
"62200",2020,0,118,118,236
"62201",2018,0,91,91,182
"62201",2019,0,98,98,196
"62201",2020,0,118,118,236
"62202",2018,0,91,91,182
"62202",2019,0,98,98,196
"62202",2020,0,118,118,236
"62203",2018,0,91,91,182
"62203",2019,0,98,98,196
"62203",2020,0,118,118,236
"62204",2018,0,91,91,182
"62204",2019,0,98,271,369
"62204",2020,0,118,118,236
"62205",2018,0,91,91,182
"62205",2019,0,98,98,196
"62205",2020,0,118,118,236
"62206",2018,0,91,91,182
"62206",2019,0,98,271,369
"62206",2020,0,118,118,236
"62207",2018,0,91,91,182
"62207",2019,0,98,271,369
"62207",2020,0,118,118,236
"62208",2018,0,91,91,182
"62208",2019,0,98,271,369
"62208",2020,0,118,118,236
"62209",2018,0,91,91,182
"62209",2019,0,98,98,196
"62209",2020,0,118,118,236
"62211",2018,0,91,91,182
"62211",2019,0,98,98,196
"62211",2020,0,118,118,236
"62212",2018,0,91,91,182
"62212",2019,0,98,271,369
"62212",2020,0,118,118,236
"62213",2018,0,91,91,182
"62213",2019,0,98,98,196
"62213",2020,0,118,118,236
"62214",2018,0,91,91,182
"62214",2019,0,98,98,196
"62214",2020,0,118,118,236
"62215",2018,0,91,91,182
"62215",2019,0,98,98,196
"62215",2020,0,118,118,236
"62216",2018,0,91,91,182
"62216",2019,0,98,98,196
"62216",2020,0,118,118,236
"62217",2018,0,91,91,182
"62217",2019,0,98,98,196
"62217",2020,0,118,118,236
"62218",2018,0,91,91,182
"62218",2019,0,98,98,196
"62218",2020,0,118,118,236
"62219",2018,0,91,91,182
"62219",2019,0,98,271,369
"62219",2020,0,118,118,236
"62220",2018,0,91,91,182
"62220",2019,0,98,271,369
"62220",2020,0,118,118,236
"62221",2018,0,91,91,182
"62221",2019,0,98,98,196
"62221",2020,0,118,118,236
"62222",2018,0,91,91,182
"62222",2019,0,98,271,369
"62222",2020,0,118,118,236
"62223",2018,0,91,91,182
"62223",2019,0,98,98,196
"62223",2020,0,118,118,236
"62224",2018,0,91,91,182
"62224",2019,0,98,98,196
"62224",2020,0,118,118,236
"62225",2018,0,91,91,182
"62225",2019,0,98,98,196
"62225",2020,0,118,118,236
"62227",2018,0,91,91,182
"62227",2019,0,98,271,369
"62227",2020,0,118,118,236
"62228",2018,0,91,91,182
"62228",2019,0,98,98,196
"62228",2020,0,118,118,236
"62229",2018,0,91,91,182
"62229",2019,0,98,98,196
"62229",2020,0,118,118,236
"62230",2018,0,91,91,182
"62230",2019,0,98,98,196
"62230",2020,0,118,118,236
"62231",2018,0,91,91,182
"62231",2019,0,98,271,369
"62231",2020,0,118,118,236
"62232",2018,0,91,91,182
"62232",2019,0,98,98,196
"62232",2020,0,118,118,236
"62233",2018,0,91,91,182
"62233",2019,0,98,271,369
"62233",2020,0,118,118,236
"62234",2018,0,91,91,182
"62234",2019,0,98,271,369
"62234",2020,0,118,118,236
"62235",2018,0,91,91,182
"62235",2019,0,98,98,196
"62235",2020,0,118,118,236
"62236",2018,0,91,91,182
"62236",2019,0,98,271,369
"62236",2020,0,118,118,236
"62237",2018,0,91,91,182
"62237",2019,0,98,98,196
"62237",2020,0,118,118,236
"62238",2018,0,91,91,182
"62238",2019,0,98,271,369
"62238",2020,0,118,118,236
"62239",2018,0,91,91,182
"62239",2019,0,98,98,196
"62239",2020,0,118,118,236
"62240",2018,0,91,91,182
"62240",2019,0,98,98,196
"62240",2020,0,118,118,236
"62241",2018,0,91,91,182
"62241",2019,0,98,271,369
"62241",2020,0,118,118,236
"62242",2018,0,91,91,182
"62242",2019,0,98,271,369
"62242",2020,0,118,118,236
"62243",2018,0,91,91,182
"62243",2019,0,98,271,369
"62243",2020,0,118,118,236
"62244",2018,0,91,91,182
"62244",2019,0,98,98,196
"62244",2020,0,118,118,236
"62245",2018,0,91,91,182
"62245",2019,0,98,98,196
"62245",2020,0,118,118,236
"62246",2018,0,91,91,182
"62246",2019,0,98,98,196
"62246",2020,0,118,118,236
"62247",2018,0,91,91,182
"62247",2019,0,98,98,196
"62247",2020,0,118,118,236
"62248",2018,0,91,91,182
"62248",2019,0,98,98,196
"62248",2020,0,118,118,236
"62249",2018,0,91,91,182
"62249",2019,0,98,98,196
"62249",2020,0,118,118,236
"62250",2018,0,91,91,182
"62250",2019,0,98,98,196
"62250",2020,0,118,118,236
"62251",2018,0,91,91,182
"62251",2019,0,98,98,196
"62251",2020,0,118,118,236
"62252",2018,0,91,91,182
"62252",2019,0,98,98,196
"62252",2020,0,118,118,236
"62253",2018,0,91,91,182
"62253",2019,0,98,271,369
"62253",2020,0,118,118,236
"62254",2018,0,91,91,182
"62254",2019,0,98,98,196
"62254",2020,0,118,118,236
"62255",2018,0,91,91,182
"62255",2019,0,98,98,196
"62255",2020,0,118,118,236
"62256",2018,0,91,91,182
"62256",2019,0,98,98,196
"62256",2020,0,118,118,236
"62257",2018,0,91,91,182
"62257",2019,0,98,98,196
"62257",2020,0,118,118,236
"62258",2018,0,91,91,182
"62258",2019,0,98,271,369
"62258",2020,0,118,118,236
"62259",2018,0,91,91,182
"62259",2019,0,98,98,196
"62259",2020,0,118,118,236
"62260",2018,0,91,91,182
"62260",2019,0,98,271,369
"62260",2020,0,118,118,236
"62261",2018,0,91,91,182
"62261",2019,0,98,271,369
"62261",2020,0,118,118,236
"62262",2018,0,91,91,182
"62262",2019,0,98,98,196
"62262",2020,0,118,118,236
"62263",2018,0,91,91,182
"62263",2019,0,98,98,196
"62263",2020,0,118,118,236
"62264",2018,0,91,91,182
"62264",2019,0,98,98,196
"62264",2020,0,118,118,236
"62265",2018,0,91,91,182
"62265",2019,0,98,98,196
"62265",2020,0,118,118,236
"62266",2018,0,91,91,182
"62266",2019,0,98,271,369
"62266",2020,0,118,118,236
"62267",2018,0,91,91,182
"62267",2019,0,98,98,196
"62267",2020,0,118,118,236
"62268",2018,0,91,91,182
"62268",2019,0,98,98,196
"62268",2020,0,118,118,236
"62269",2018,0,91,91,182
"62269",2019,0,98,98,196
"62269",2020,0,118,118,236
"62270",2018,0,91,91,182
"62270",2019,0,98,98,196
"62270",2020,0,118,118,236
"62271",2018,0,91,91,182
"62271",2019,0,98,98,196
"62271",2020,0,118,118,236
"62272",2018,0,91,91,182
"62272",2019,0,98,98,196
"62272",2020,0,118,118,236
"62273",2018,0,91,91,182
"62273",2019,0,98,98,196
"62273",2020,0,118,118,236
"62274",2018,0,91,91,182
"62274",2019,0,98,98,196
"62274",2020,0,118,118,236
"62275",2018,0,91,91,182
"62275",2019,0,98,271,369
"62275",2020,0,118,118,236
"62276",2018,0,91,91,182
"62276",2019,0,98,98,196
"62276",2020,0,118,118,236
"62277",2018,0,91,91,182
"62277",2019,0,98,98,196
"62277",2020,0,118,118,236
"62278",2018,0,91,91,182
"62278",2019,0,98,98,196
"62278",2020,0,118,118,236
"62279",2018,0,91,91,182
"62279",2019,0,98,98,196
"62279",2020,0,118,118,236
"62280",2018,0,91,91,182
"62280",2019,0,98,98,196
"62280",2020,0,118,118,236
"62281",2018,0,91,91,182
"62281",2019,0,98,98,196
"62281",2020,0,118,118,236
"62282",2018,0,91,91,182
"62282",2019,0,98,271,369
"62282",2020,0,118,118,236
"62283",2018,0,91,91,182
"62283",2019,0,98,271,369
"62283",2020,0,118,118,236
"62284",2018,0,91,91,182
"62284",2019,0,98,98,196
"62284",2020,0,118,118,236
"62285",2018,0,91,91,182
"62285",2019,0,98,98,196
"62285",2020,0,118,118,236
"62286",2018,0,91,91,182
"62286",2019,0,98,98,196
"62286",2020,0,118,118,236
"62288",2018,0,91,91,182
"62288",2019,0,98,98,196
"62288",2020,0,118,118,236
"62289",2018,0,91,91,182
"62289",2019,0,98,271,369
"62289",2020,0,118,118,236
"62290",2018,0,91,91,182
"62290",2019,0,98,98,196
"62290",2020,0,118,118,236
"62291",2018,0,91,91,182
"62291",2019,0,98,98,196
"62291",2020,0,118,118,236
"62292",2018,0,91,91,182
"62292",2019,0,98,98,196
"62292",2020,0,118,118,236
"62293",2018,0,91,91,182
"62293",2019,0,98,271,369
"62293",2020,0,118,118,236
"62295",2018,0,91,91,182
"62295",2019,0,98,98,196
"62295",2020,0,118,118,236
"62296",2018,0,91,91,182
"62296",2019,0,98,271,369
"62296",2020,0,118,118,236
"62297",2018,0,91,91,182
"62297",2019,0,98,98,196
"62297",2020,0,118,118,236
"62298",2018,0,91,91,182
"62298",2019,0,98,98,196
"62298",2020,0,118,118,236
"62299",2018,0,91,91,182
"62299",2019,0,98,271,369
"62299",2020,0,118,118,236
"62300",2018,0,91,91,182
"62300",2019,0,98,98,196
"62300",2020,0,118,118,236
"62301",2018,0,91,91,182
"62301",2019,0,98,98,196
"62301",2020,0,118,118,236
"62302",2018,0,91,91,182
"62302",2019,0,98,98,196
"62302",2020,0,118,118,236
"62303",2018,0,91,91,182
"62303",2019,0,98,271,369
"62303",2020,0,118,118,236
"62304",2018,0,91,91,182
"62304",2019,0,98,98,196
"62304",2020,0,118,118,236
"62306",2018,0,91,91,182
"62306",2019,0,98,98,196
"62306",2020,0,118,118,236
"62307",2018,0,91,91,182
"62307",2019,0,98,98,196
"62307",2020,0,118,118,236
"62308",2018,0,91,91,182
"62308",2019,0,98,98,196
"62308",2020,0,118,118,236
"62309",2018,0,91,91,182
"62309",2019,0,98,98,196
"62309",2020,0,118,118,236
"62310",2018,0,91,91,182
"62310",2019,0,98,98,196
"62310",2020,0,118,118,236
"62311",2018,0,91,91,182
"62311",2019,0,98,98,196
"62311",2020,0,118,118,236
"62312",2018,0,91,91,182
"62312",2019,0,98,271,369
"62312",2020,0,118,118,236
"62313",2018,0,91,91,182
"62313",2019,0,98,98,196
"62313",2020,0,118,118,236
"62314",2018,0,91,91,182
"62314",2019,0,98,98,196
"62314",2020,0,118,118,236
"62315",2018,0,91,91,182
"62315",2019,0,98,271,369
"62315",2020,0,118,118,236
"62316",2018,0,91,91,182
